ID,Start,End,Speaker,Text
1,00:00,00:00,Delmar,"softer,"
2,00:00,00:03,Delmar,"but like the breading is really what's fried."
3,00:03,00:03,Delmar,"Yeah,"
4,00:03,00:04,Delmar,"yeah,"
5,00:04,00:04,Delmar,"yeah."
6,00:04,00:05,Delmar,"I was thinking it that way,"
7,00:05,00:08,Delmar,"but just like a softer fried pickle in terms of consistency."
8,00:08,00:08,Delmar,"Yeah."
9,00:09,00:11,Delmar,"It's not something I would necessarily want to have again."
10,00:13,00:14,Delmar,"That's a glowing review."
11,00:15,00:17,Delmar,"I don't think I'd ever want to."
12,00:17,00:17,Delmar,"But again,"
13,00:17,00:19,Delmar,"I had it in fucking Florida,"
14,00:19,00:20,Delmar,"so..."
15,00:20,00:21,Delmar,"Probably in France."
16,00:22,00:24,Delmar,"Or somewhere else where they're just like,"
17,00:24,00:24,Delmar,"you know,"
18,00:24,00:25,Delmar,"yeah,"
19,00:25,00:25,Delmar,"no,"
20,00:25,00:27,Delmar,"we learned how to cook this shit way better than fucking anyone else."
21,00:27,00:28,Delmar,"And,"
22,00:28,00:28,Delmar,"you know,"
23,00:28,00:31,Delmar,"we eat fish eggs on the fucking regular and everything else like that."
24,00:31,00:31,Delmar,"So,"
25,00:31,00:32,Delmar,"you know."
26,00:32,00:33,Delmar,"I imagine they do it well in France."
27,00:33,00:33,Speaker 1,"Yeah."
28,00:35,00:36,Speaker 1,"Okay."
29,00:36,00:37,Speaker 1,"So eel."
30,00:38,00:38,Perrin,"Yeah."
31,00:42,00:43,Jean Claude,"Fuck the campaign guys."
32,00:43,00:44,DM,"He ate slugs."
33,00:44,00:45,DM,"Tell us about that."
34,00:47,00:48,Jean Claude,"As we're eating and having dinner."
35,00:49,00:50,DM,"Heisel eventually,"
36,00:51,00:51,DM,"he,"
37,00:51,00:53,DM,"as he's having fun and he's enjoying himself,"
38,00:54,00:56,DM,"actually chatting with you and seeing you as a friend."
39,00:57,00:58,DM,"He hurts drinking food."
40,00:58,00:59,DM,"I'm just having a couple one."
41,01:01,01:01,DM,"Oh,"
42,01:01,01:01,DM,"wow."
43,01:02,01:02,DM,"Peer pressure,"
44,01:03,01:03,Delmar,"peer pressure."
45,01:04,01:05,Delmar,"It's a very bird-like reaction."
46,01:05,01:08,Delmar,"Like I absentmindedly just hand him a flagon."
47,01:09,01:10,Delmar,"I'm getting his character."
48,01:10,01:10,Delmar,"Yeah,"
49,01:10,01:13,Delmar,"I'm going to have to finish the drink I gave him."
50,01:13,01:13,Delmar,"Method acting,"
51,01:14,01:14,Delmar,"yeah."
52,01:14,01:15,DM,"And he's about two or three in."
53,01:18,01:20,Delmar,"Your master's a drunken monk."
54,01:21,01:22,Delmar,"Drunken master."
55,01:22,01:25,Crissdalyn,"I had that bar tavern brawler as one of my feats,"
56,01:25,01:25,Crissdalyn,"so."
57,01:27,01:28,Delmar,"She gets it from me."
58,01:30,01:30,Speaker 1,"No,"
59,01:30,01:31,Speaker 1,"I get it."
60,01:31,01:31,Speaker 1,"Yes."
61,01:31,01:32,Speaker 1,"Yes,"
62,01:32,01:32,Speaker 1,"you do."
63,01:33,01:36,DM,"I worry that you've not been practicing."
64,01:37,01:38,DM,"I feel I've..."
65,01:42,01:43,Speaker 1,"Not practicing."
66,01:44,01:45,Speaker 1,"I thought you were about to,"
67,01:45,01:45,Speaker 1,"like..."
68,01:45,01:47,Perrin,"I don't know why."
69,01:48,01:48,Speaker 1,"He's kind of,"
70,01:49,01:49,Speaker 1,"like,"
71,01:49,01:50,DM,"almost blurring it a little bit."
72,01:51,01:52,DM,"Yeah,"
73,01:52,01:52,DM,"sure."
74,01:52,01:54,DM,"He's been a bit stronger,"
75,01:54,01:55,DM,"but it's been two years."
76,01:56,01:57,DM,"I was expecting."
77,01:58,02:02,Crissdalyn,"Did I tell you about the story when I lifted a shark out of the water?"
78,02:03,02:03,DM,"No,"
79,02:03,02:04,DM,"I would love to hear it."
80,02:05,02:06,DM,"And he stands up now and starts."
81,02:09,02:15,DM,"I'm sure there's some place here where he could practice and make sure that you're still."
82,02:16,02:20,DM,"I would hate that my apprentice is falling behind in the studies."
83,02:20,02:20,Speaker 1,"Well,"
84,02:20,02:23,Crissdalyn,"I'm going to stand up and spend my staff like this."
85,02:24,02:25,Perrin,"Does Perrin know of,"
86,02:25,02:25,Perrin,"like,"
87,02:25,02:27,Perrin,"a big courtyard or plaza somewhere?"
88,02:27,02:27,Perrin,"There's got to be,"
89,02:27,02:27,Perrin,"like,"
90,02:27,02:29,Perrin,"a dock that they can..."
91,02:29,02:29,Perrin,"The roof is perfect."
92,02:29,02:29,Perrin,"Well,"
93,02:29,02:30,Perrin,"okay."
94,02:30,02:30,Perrin,"Yeah,"
95,02:30,02:31,Perrin,"the roof is perfect."
96,02:32,02:32,Perrin,"Yeah,"
97,02:32,02:32,Perrin,"take her upstairs,"
98,02:33,02:33,Perrin,"eh?"
99,02:34,02:35,Perrin,"There's a great spot on the roof,"
100,02:35,02:35,Perrin,"right?"
101,02:35,02:35,Perrin,"Hold on."
102,02:39,02:40,Perrin,"I'm going to look at Perrin going,"
103,02:41,02:41,Perrin,"Ew!"
104,02:43,02:44,DM,"I mean the roof,"
105,02:44,02:45,DM,"you perverts."
106,02:48,02:49,DM,"Stares at you a little bit."
107,02:50,02:51,DM,"All right."
108,02:52,02:52,DM,"So yeah,"
109,02:52,02:53,DM,"you guys are able to,"
110,02:53,02:54,DM,"yeah,"
111,02:54,02:54,DM,"upstairs."
112,02:55,02:56,DM,"It is nighttime now,"
113,02:57,02:57,DM,"twilight."
114,02:59,03:01,DM,"I assume all of you are following up there."
