ID,Start,End,Speaker,Text
1,00:00,00:02,Jean Claude,"This is something that I not only want,"
2,00:02,00:04,Jean Claude,"but need to investigate and pursue."
3,00:07,00:09,Jean Claude,"I will not ask for help,"
4,00:09,00:11,Jean Claude,"but if you wish to join me,"
5,00:11,00:12,Jean Claude,"I will not say no."
6,00:13,00:16,Jean Claude,"This is a personal matter."
7,00:16,00:16,Jean Claude,"Well,"
8,00:16,00:19,Jean Claude,"I guess that Nona wants to find out too,"
9,00:19,00:23,Jean Claude,"but I'm just saying this is a very personal thing for me."
10,00:23,00:24,DM,"Of course,"
11,00:24,00:25,DM,"I will also pay you for your time."
12,00:26,00:32,DM,"I understand this is a dangerous thing that if what I fear is true,"
13,00:32,00:33,DM,"it is dangerous."
14,00:34,00:34,DM,"And,"
15,00:34,00:35,DM,"of course,"
16,00:36,00:36,DM,"for the risk,"
17,00:36,00:37,DM,"I will compensate you."
18,00:40,00:40,DM,"And also,"
19,00:40,00:41,DM,"by the way,"
20,00:41,00:44,DM,"anyone who does eat has the effects of Hero's Feet."
21,00:45,00:45,DM,"Okay,"
22,00:45,00:46,DM,"what does that do again?"
23,00:46,00:46,DM,"A lot."
24,00:48,00:49,DM,"Nona's cooking,"
25,00:49,00:49,DM,"baby."
26,00:50,00:51,DM,"Hero's Feet by these."
27,00:54,00:55,DM,"Basically,"
28,00:55,00:56,DM,"if you guys spend an hour eating,"
29,00:59,01:01,DM,"you're cured of all diseases of poison."
30,01:01,01:05,DM,"You become immune to poison and being frightened and make all wisdom saves with advantage."
31,01:06,01:08,DM,"Your hit point maximum increases by 2d10,"
32,01:09,01:12,DM,"and you gain that many hit points for the next 24 hours."
33,01:13,01:14,Jean Claude,"Okay,"
34,01:14,01:15,Jean Claude,"so immune to frightens."
35,01:16,01:16,Jean Claude,"And poison."
36,01:17,01:18,Speaker 1,"Which I already am."
37,01:18,01:18,DM,"Yep."
38,01:18,01:21,DM,"And you make all wisdom saves with advantage,"
39,01:21,01:28,DM,"as well as you all gain 2d10 max HP and 2d10 HP."
40,01:31,01:32,Speaker 1,"Good catch."
41,01:33,01:34,Speaker 1,"I'm going to just hold on to it."
42,01:35,01:36,Perrin,"I've got my foot on the base now."
43,01:37,01:40,Delmar,"So all wisdom saves at advantage immune to frightening and poisoning,"
44,01:41,01:44,Delmar,"and then we get the 2d10 max HP."
45,01:44,01:46,Jean Claude,"And we each roll our own."
46,01:47,01:49,Jean Claude,"I am just holding on to the base now."
47,01:50,01:50,Speaker 1,"Yeah,"
48,01:50,01:52,Perrin,"you can roll your own."
49,01:52,01:52,Perrin,"Keep my foot on it."
50,01:53,01:53,Delmar,"This goes,"
51,01:53,01:54,Delmar,"yeah."
52,01:56,01:58,Delmar,"This is temp or this is permanent?"
53,01:58,01:58,Delmar,"Temp."
54,01:58,01:59,Delmar,"Okay,"
55,01:59,01:59,Delmar,"temp."
56,01:59,02:00,DM,"Only for 24 hours."
57,02:02,02:03,Crissdalyn,"Immune to frightened poison,"
58,02:03,02:04,Crissdalyn,"wisdom advantage."
59,02:05,02:08,DM,"And plus 2d10 max and temp HP."
60,02:08,02:09,DM,"Got it."
61,02:09,02:10,DM,"Temp,"
62,02:10,02:11,DM,"I have 14."
63,02:12,02:12,Delmar,"Nice."
64,02:13,02:13,Delmar,"Ooh,"
65,02:13,02:14,Delmar,"that is 16."
66,02:18,02:18,Perrin,"Sorry,"
67,02:18,02:20,Perrin,"maximum or temporary?"
68,02:21,02:21,DM,"Well,"
69,02:21,02:22,DM,"your max goes up,"
70,02:22,02:24,DM,"but it's a temporary upgrade."
71,02:24,02:26,DM,"So it's basically just 10 HP."
72,02:26,02:26,DM,"Okay,"
73,02:26,02:29,Perrin,"so I'll treat it as temporary."
74,02:29,02:29,DM,"Yeah,"
75,02:29,02:31,DM,"for the next 24 hours you have 10 HP."
76,02:33,02:36,DM,"Technically you can be healed up to that point."
77,02:36,02:37,DM,"So a little bit better than 10 HP."
78,02:38,02:39,DM,"Yeah,"
79,02:39,02:40,Jean Claude,"it increases your total HP."
80,02:41,02:41,Jean Claude,"Yeah,"
81,02:41,02:41,Jean Claude,"exactly."
82,02:42,02:44,Perrin,"And it was 2d8?"
83,02:45,02:45,Perrin,"2d10."
84,02:46,02:46,Perrin,"2d10."
85,02:50,02:53,Perrin,"I feel like I never used the tens for anything."
86,02:53,02:54,Jean Claude,"All right."
87,02:55,02:56,Jean Claude,"I'm sorry."
88,02:56,02:57,Jean Claude,"So there's three locations,"
89,02:57,02:57,Jean Claude,"you said,"
90,02:57,02:57,Jean Claude,"right?"
91,02:57,02:58,DM,"There are three locations."
92,02:58,03:02,DM,"The closest one isn't very far away."
93,03:02,03:03,DM,"What's the name of the city again?"
94,03:04,03:05,DM,"You're in Calveno."
95,03:05,03:05,Jean Claude,"Calveno."
96,03:05,03:06,Jean Claude,"How do I spell that?"
97,03:06,03:08,Jean Claude,"C-A-L-V-E-N-I-O?"
98,03:09,03:09,Jean Claude,"Oh,"
99,03:09,03:10,Jean Claude,"V-E-N-O."
100,03:11,03:11,Jean Claude,"Okay."
101,03:11,03:11,Jean Claude,"Yeah."
102,03:30,03:41,Jean Claude,"okay here we go google so so if anyone wants like post-its to put temp notes on I've got these for whatever."
103,03:43,03:44,DM,"So yeah."
104,03:45,03:49,DM,"So after speaking with the witness and getting the map,"
105,03:49,03:54,DM,"I would appreciate getting this done sooner than later."
106,03:54,03:54,DM,"I do."
107,03:54,03:58,DM,"It is alarming and I hope it's not through,"
108,03:58,04:02,DM,"but with everything going on this week,"
109,04:03,04:08,DM,"it would be a bad time if the Grung chose this moment to attack."
110,04:08,04:10,Perrin,"We'll be on it right way,"
111,04:10,04:10,Perrin,"Nona."
112,04:11,04:11,Speaker 1,"Alright."
113,04:13,04:14,Speaker 1,"Let's go."
114,04:15,04:17,DM,"Heading towards the zoo."
115,04:17,04:19,Jean Claude,"Go to the first location."
116,04:20,04:20,Jean Claude,"You're good."
117,04:21,04:24,Jean Claude,"How long ago were the sightings?"
118,04:24,04:24,DM,"Oh,"
119,04:24,04:25,DM,"literally,"
120,04:25,04:28,DM,"she was here telling Nona about it today."
121,04:29,04:30,Jean Claude,"Oh,"
122,04:30,04:30,Jean Claude,"okay."
123,04:30,04:32,Jean Claude,"So these are like within the past 24 hours."
124,04:32,04:33,Jean Claude,"All fresh sightings?"
125,04:33,04:33,Jean Claude,"Yeah,"
126,04:34,04:35,DM,"these are very fresh."
127,04:35,04:35,DM,"Good."
128,04:35,04:37,DM,"Less than 12 hours,"
129,04:37,04:37,DM,"maybe?"
130,04:38,04:38,DM,"Some of them,"
131,04:38,04:39,DM,"maybe."
132,04:39,04:40,DM,"in an hour or two."
133,04:41,04:42,DM,"The most recent one."
134,04:43,04:43,Jean Claude,"Do you not?"
135,04:43,04:44,Jean Claude,"Yes."
136,04:45,04:45,Jean Claude,"Hearing,"
137,04:46,04:46,Jean Claude,"I think,"
138,04:46,04:47,Jean Claude,"is my best."
139,04:47,04:48,Jean Claude,"Are you proficient in survival?"
140,04:50,04:50,Jean Claude,"No."
141,04:51,04:53,Jean Claude,"Even though he's not proficient in survival,"
142,04:53,04:54,Jean Claude,"because he has perception,"
143,04:54,05:00,Jean Claude,"can he assist me with his survival check to try and find tracks or whatever?"
144,05:01,05:01,Jean Claude,"By going like,"
145,05:01,05:02,Jean Claude,"hey,"
146,05:02,05:02,Jean Claude,"spell me?"
147,05:03,05:03,Jean Claude,"Now,"
148,05:03,05:04,Jean Claude,"if you spell something similar,"
149,05:05,05:06,Speaker 1,"yeah."
150,05:07,05:09,DM,"That may work."
151,05:09,05:12,DM,"may also let you track Jean-Claude."
152,05:14,05:15,DM,"I mean,"
153,05:15,05:17,DM,"the scent of the target would work best."
154,05:17,05:17,Perrin,"Yeah."
155,05:19,05:20,Perrin,"As well,"
156,05:20,05:21,Perrin,"you know,"
157,05:21,05:24,Perrin,"rats are not necessarily trackers of things with smell."
158,05:24,05:28,Perrin,"They're more like hearing and perceiving foes and running away from them."
159,05:29,05:29,Perrin,"Yeah,"
160,05:29,05:32,Jean Claude,"I guess their smell is more so geared towards finding foods."
161,05:33,05:33,Perrin,"Yeah,"
162,05:33,05:34,Perrin,"yeah,"
163,05:34,05:34,Perrin,"exactly."
164,05:35,05:39,Perrin,"Their hearing is their best detecting things and running away from it and yeah,"
165,05:39,05:39,Perrin,"food,"
166,05:39,05:41,Perrin,"more smelling food,"
167,05:41,05:41,Perrin,"I think."
168,05:43,05:44,Perrin,"Vibrations of the whiskers and whatever."
169,05:45,05:45,Speaker 1,"So,"
170,05:47,05:50,Jean Claude,"what I want to do is survival to try and find tracks."
171,05:51,05:52,Jean Claude,"Find tracks or like..."
172,05:54,05:55,Jean Claude,"Yeah,"
173,05:55,05:55,Jean Claude,"exactly."
174,05:56,05:56,DM,"So,"
175,05:56,05:58,DM,"just to maintain state,"
176,05:59,06:00,DM,"get everyone on the same page."
177,06:01,06:02,DM,"Down in the sewers now,"
178,06:02,06:04,DM,"you've gone into the first opening,"
179,06:04,06:05,DM,"the first manhole cover."
180,06:07,06:11,DM,"Starts off and very quickly narrows down to a wet,"
181,06:12,06:13,DM,"damp,"
182,06:13,06:14,DM,"dingy sewer."
183,06:16,06:19,DM,"And you're going to roll survival looking for traps."
184,06:19,06:20,Jean Claude,"So can I have advantage?"
185,06:21,06:22,Jean Claude,"That's a good placement."
186,06:23,06:24,Jean Claude,"That's actually a really good placement."
187,06:24,06:24,Jean Claude,"Thank you."
188,06:25,06:29,Jean Claude,"So either 20 or not 20."
189,06:30,06:31,Jean Claude,"There we go."
190,06:31,06:32,Jean Claude,"Destroy that crit."
191,06:34,06:36,DM,"You're using sent to a system."
192,06:37,06:37,DM,"You love to see it."
193,06:38,06:38,Speaker 1,"right?"
194,06:38,06:38,Speaker 1,"Yeah."
195,06:39,06:42,Jean Claude,"I think that's like the second or third session too."
196,06:43,06:44,DM,"You're looking for tracks,"
197,06:44,06:44,DM,"right?"
198,06:44,06:45,DM,"Or signs of their tracks."
199,06:46,06:46,DM,"Yeah."
200,06:47,06:47,DM,"Okay."
201,06:47,06:50,DM,"So with the assist from Perrin,"
202,06:52,06:54,DM,"Perrin doesn't pick up your scent."
203,06:54,06:58,DM,"He does pick up a scent he recognized that is getting stronger of black powder."
204,06:59,07:04,DM,"And you notice scratches on the walls."
205,07:04,07:27,DM,"Most people would discount these as simple scratches you recognize that is they are brung marking right so it's kind of a marking that says uh it's basically like a road sign essentially yeah yeah yeah yeah um there does appear to be some evidence though nothing no no confirmed sightings or anything do i can i tell what the scratch."
206,07:27,07:27,DM,"Oh,"
207,07:27,07:27,DM,"yeah."
208,07:28,07:37,DM,"It's basically pick up 500 meters with an arrow,"
209,07:37,07:38,DM,"essentially."
210,07:38,07:38,Jean Claude,"Okay."
211,07:39,07:41,Jean Claude,"And that's about all it says."
212,07:41,07:42,Jean Claude,"And the scratches are pretty fresh?"
213,07:43,07:43,Jean Claude,"Yes."
214,07:44,07:44,Jean Claude,"Okay."
215,07:46,07:46,Jean Claude,"This way,"
216,07:47,07:47,Jean Claude,"500 meters."
217,07:48,07:49,Speaker 1,"Okay."
218,07:51,07:53,Jean Claude,"I'll be on your guard,"
219,07:53,07:53,Jean Claude,"everyone."
220,07:54,07:55,DM,"What's the marching order here?"
221,07:56,07:57,Jean Claude,"This is a tight score."
222,07:57,07:58,Jean Claude,"I'm scouting."
223,07:58,07:58,Jean Claude,"You're going first?"
224,07:59,07:59,Jean Claude,"Oh,"
225,07:59,07:59,Jean Claude,"yeah,"
226,07:59,07:59,Jean Claude,"for sure."
227,08:00,08:01,Jean Claude,"I'm being stealthy and shit."
228,08:01,08:03,Crissdalyn,"I have to purposely slow down my walk speed then."
229,08:04,08:04,DM,"You do."
230,08:05,08:05,DM,"Yeah."
231,08:05,08:05,DM,"Yeah,"
232,08:06,08:07,DM,"so everyone's moving about 25."
233,08:08,08:08,Speaker 1,"Because,"
234,08:09,08:09,Delmar,"yeah,"
235,08:09,08:09,Delmar,"that's..."
236,08:09,08:10,Delmar,"Delmar,"
237,08:10,08:12,Delmar,"we're right behind Mr."
238,08:12,08:13,Delmar,"Tabarnack and Stealthy."
239,08:13,08:13,Crissdalyn,"Are you..."
240,08:14,08:14,Crissdalyn,"What's your speed?"
241,08:15,08:15,Delmar,"30 feet."
242,08:16,08:18,Crissdalyn,"So the slowest is 30 then?"
243,08:18,08:19,Speaker 1,"Aren't you 25?"
244,08:19,08:19,Crissdalyn,"No,"
245,08:19,08:20,Crissdalyn,"I'm 35."
246,08:21,08:22,Crissdalyn,"I'm the slowest at 25."
247,08:22,08:22,Crissdalyn,"Oh."
248,08:22,08:23,Crissdalyn,"Yes,"
249,08:23,08:23,Crissdalyn,"that's one."
250,08:23,08:23,DM,"Yeah,"
251,08:24,08:26,DM,"I thought there was a 25er among you all."
252,08:26,08:54,Jean Claude,"30 feet How big is this I want to go ahead I can't fly in it You can stand upright Maybe you could fly A couple inches Dark vision I'm basically invisible to any creature Using dark vision to see You don't have dark vision though I do It's a gloom stalker thing It's completely dark in here right?"
253,08:55,08:55,Jean Claude,"So,"
254,08:56,08:56,Jean Claude,"yeah."
