ID,Start,End,Speaker,Text
1,00:00,00:01,Perrin,"Just trying to get that going."
2,00:01,00:02,Perrin,"Sorry,"
3,00:02,00:03,Perrin,"I was a little caught up in it."
4,00:03,00:04,Perrin,"So,"
5,00:04,00:07,Perrin,"can you recap the last five seconds?"
6,00:07,00:11,DM,"He launched himself up into the air and knocked Crissdalynn off the roof slightly."
7,00:11,00:13,Crissdalyn,"I got free of my grapple."
8,00:14,00:15,Perrin,"Interesting."
9,00:18,00:24,Perrin,"I am probably close enough to do Cure Wounds on the Admiral,"
10,00:24,00:25,Perrin,"who I think is still..."
11,00:25,00:27,DM,"I think I took 10 bludgeoning."
12,00:29,00:31,Perrin,"Let me just look up my definitions."
13,00:32,00:33,Perrin,"10 blood-killing damage."
14,00:33,00:35,Perrin,"I'm at 17."
15,00:36,00:37,DM,"I'm going to..."
16,00:38,00:39,Perrin,"Bonus action,"
17,00:39,00:40,Perrin,"healing words,"
18,00:41,00:43,Perrin,"Crissdalynn for 8."
19,00:43,00:43,Speaker 1,"Okay."
20,00:47,00:48,Delmar,"It's just sparring."
21,00:48,00:49,Delmar,"He's not going to kill us."
22,00:49,00:50,Delmar,"I forget if it's 15."
23,00:51,00:54,DM,"We can't even see how big the stat block is."
24,00:55,00:55,Speaker 1,"Well,"
25,00:57,00:58,Jean Claude,"I can see how much writing there is."
26,00:59,01:38,Perrin,"and also it's an rv thing yeah fair enough I'll heal all health but 2d8 3d8 plus spellcasting ability so for my bonus action I've healed crystal and the healing word and for my action action I'm going to walk up and do 8 that's 13 health to Fred oh wow that's huge thank you and then I'm going to slink back merrily banging on the drum as I do slink back behind some more barrels or behind the bulkhead of whatever."
27,01:39,01:40,Perrin,"I'm going to find cover again."
28,01:41,01:41,Jean Claude,"Oh,"
29,01:41,01:41,Jean Claude,"that's action."
30,01:41,01:43,Jean Claude,"You did do the 2D8 bus."
31,01:45,01:45,Speaker 1,"I did,"
32,01:45,01:45,Jean Claude,"yes."
33,01:46,01:47,Perrin,"And actually,"
34,01:47,01:49,Perrin,"I can't do that because I would take an action."
35,01:49,01:51,Perrin,"I used my bonus and I used my action."
36,01:52,01:53,Perrin,"So if it takes an action to hide,"
37,01:54,01:54,Perrin,"I can't hide."
38,01:55,01:55,Perrin,"Okay."
39,01:55,01:58,Perrin,"so I'm no longer hidden,"
40,01:58,01:58,Perrin,"right?"
41,01:58,01:58,Perrin,"Like,"
42,01:58,02:00,Perrin,"I can use my movement to,"
43,02:00,02:00,Perrin,"like,"
44,02:00,02:00,Perrin,"go somewhere,"
45,02:01,02:01,Perrin,"but I feel like..."
46,02:02,02:03,Perrin,"He's got an overwatch position,"
47,02:03,02:03,Perrin,"too."
48,02:04,02:04,Perrin,"It's kind of difficult."
49,02:04,02:05,Perrin,"Action economy,"
50,02:05,02:06,Perrin,"it doesn't really make sense."
51,02:06,02:07,Perrin,"Okay,"
52,02:07,02:07,Perrin,"so,"
53,02:07,02:07,Perrin,"like,"
54,02:07,02:08,Perrin,"I'll back up,"
55,02:08,02:08,Perrin,"like,"
56,02:08,02:08,Perrin,"a tiny bit there,"
57,02:08,02:09,Perrin,"but..."
58,02:09,02:09,Perrin,"Okay,"
59,02:09,02:10,Perrin,"that's my turn,"
60,02:10,02:10,Perrin,"so I healed,"
61,02:11,02:12,Perrin,"and I healed."
62,02:13,02:14,Perrin,"Toss it around."
63,02:14,02:17,DM,"Kyzil is going to notice he has pushed you off the edge of the roof,"
64,02:18,02:21,DM,"and in a moment of panic in that he just saw you,"
65,02:22,02:24,DM,"just knew you were alive again,"
66,02:24,02:28,DM,"He's going to use his movement to come down and grab you and kind of pull you back up on the roof,"
67,02:29,02:36,DM,"tossing you basically up here and kind of getting himself down into a ready position."
68,02:40,02:41,DM,"Let's see here."
69,02:42,02:45,DM,"And then going to rush towards,"
70,02:46,02:49,DM,"let's see here."
71,02:50,02:51,DM,"Now that he's free,"
72,02:52,02:54,DM,"he rolls his shoulders here."
73,02:56,02:57,DM,"Had a pretty good grip on him."
74,02:58,02:59,DM,"He had a very good grip on him."
75,02:59,03:01,DM,"It took him a while to get out of that."
76,03:01,03:01,DM,"He's like,"
77,03:01,03:01,DM,"oh,"
78,03:01,03:02,DM,"I'm stiff now."
79,03:02,03:02,DM,"Oh,"
80,03:02,03:03,DM,"a 19."
81,03:03,03:04,DM,"It's a good hit,"
82,03:04,03:04,DM,"though."
83,03:07,03:07,DM,"19 plus,"
84,03:08,03:08,DM,"oh,"
85,03:08,03:08,DM,"yeah,"
86,03:08,03:09,DM,"that hits."
87,03:09,03:09,DM,"28."
88,03:09,03:10,DM,"You had an AC 16."
89,03:10,03:11,DM,"You hit it the first thing."
90,03:11,03:11,DM,"Yeah."
91,03:12,03:14,DM,"So he's going to do a dagger."
92,03:14,03:15,DM,"It's coming at you."
93,03:16,03:18,DM,"This is 1d4 plus 4."
94,03:19,03:22,Delmar,"I don't have anything to parry or dodge or deflect,"
95,03:22,03:22,Delmar,"right?"
96,03:22,03:23,Delmar,"You have five,"
97,03:23,03:23,Speaker 1,"right?"
98,03:24,03:25,Delmar,"No,"
99,03:25,03:26,Delmar,"he healed me for 13,"
100,03:27,03:27,Delmar,"so I'm at 18."
101,03:28,03:31,Delmar,"So you have seven damage."
102,03:31,03:34,Perrin,"I could use a reaction to cutting words."
103,03:35,03:35,Perrin,"No,"
104,03:35,03:35,Perrin,"that's not."
105,03:35,03:35,Perrin,"Never mind."
106,03:35,03:37,DM,"And then there's the force damage."
107,03:37,03:40,DM,"That's an additional nine force damage."
108,03:40,03:42,DM,"As the dagger lands in you."
109,03:44,03:46,DM,"He's going to make another attack now."
110,03:46,03:47,DM,"I am down to two HP."
111,03:49,04:10,Perrin,"This is a 21 to hit on Perrin I don't have a shield Forget If I have a shield or not I think I have a shield spell I don't have a shield spell Because we're using The updated 24 Don't have shield,"
112,04:10,04:16,DM,"so that's a hit So that one is going to be Another Wait,"
113,04:16,04:20,Perrin,"can I use my cutting words here and roll my d6."
114,04:20,04:21,Perrin,"What did you say?"
115,04:21,04:21,Perrin,"21?"
116,04:22,04:22,Perrin,"Yeah,"
117,04:22,04:22,Perrin,"21."
118,04:22,04:24,Perrin,"So I need above a 4?"
119,04:25,04:25,Perrin,"It's possible."
120,04:26,04:26,Perrin,"It's possible."
121,04:26,04:27,Perrin,"I'll try it."
122,04:30,04:30,Perrin,"Ah,"
123,04:30,04:31,Perrin,"3."
124,04:31,04:31,Perrin,"Okay."
125,04:31,04:32,Perrin,"It hits,"
126,04:32,04:33,Perrin,"and I use my bardic."
