ID,Start,End,Speaker,Text
1,00:00,00:00,Perrin,"like a seawall,"
2,00:00,00:01,Perrin,"you can probably climb along."
3,00:02,00:02,Perrin,"I'm a good swimmer."
4,00:03,00:08,Perrin,"I'll probably stick to the wall and kind of sort of half climb a bit,"
5,00:08,00:09,Perrin,"but I'll swim,"
6,00:09,00:09,Perrin,"basically."
7,00:10,00:10,DM,"Okay."
8,00:12,00:12,DM,"Yeah,"
9,00:12,00:16,DM,"you can see the bottom of a boat around the corner as you go."
10,00:16,00:17,DM,"It's a very small boat,"
11,00:17,00:19,DM,"one you're not familiar with."
12,00:19,00:19,Perrin,"Okay."
13,00:20,00:21,Perrin,"As soon as I can,"
14,00:21,00:25,Perrin,"I think I want to get onto a wall or out of water or onto a passageway."
15,00:27,00:28,DM,"You're underwater currently,"
16,00:29,00:29,DM,"right?"
17,00:29,00:29,Perrin,"Yeah."
18,00:30,00:33,Perrin,"I don't want to disturb the water too much being invisible."
19,00:33,00:35,Perrin,"I feel like that would be apparent."
20,00:35,00:35,DM,"Oh,"
21,00:35,00:36,DM,"so,"
22,00:36,00:36,DM,"okay,"
23,00:36,00:36,DM,"you're under..."
24,00:37,00:37,DM,"So I'm underwater."
25,00:38,00:38,DM,"Yeah."
26,00:40,00:42,DM,"There are not many walls near this boat."
27,00:42,00:43,DM,"It's kind of just..."
28,00:43,00:44,DM,"It's,"
29,00:44,00:44,DM,"I mean..."
30,00:45,00:45,DM,"Sorry,"
31,00:45,00:45,DM,"there is..."
32,00:45,00:46,DM,"It's around the corner."
33,00:47,00:48,DM,"There's a wall to the side of it."
34,00:48,00:49,DM,"You could climb up on there."
35,00:50,00:51,DM,"It is very visible,"
36,00:51,00:52,DM,"that wall from the boat."
37,00:52,00:52,DM,"Yeah,"
38,00:52,00:52,DM,"okay."
39,00:53,00:53,DM,"Right?"
40,00:54,00:54,DM,"Like,"
41,00:54,00:54,DM,"it's..."
42,00:54,00:55,DM,"There's not..."
43,00:55,00:56,Jean Claude,"There's basically nowhere to hide along."
44,00:57,00:57,Jean Claude,"Okay,"
45,00:57,00:57,Jean Claude,"I just..."
46,00:57,00:58,Jean Claude,"I keep my breath held."
47,00:58,00:59,Jean Claude,"Okay."
48,00:59,01:48,Jean Claude,"Nick just sort of stated while he's scouting and doing this I poison 10 arrows using my what are you guys up to right now um I mean I would I guess I would stealth around as well like I put up the lantern I would uh actually roll a perception for me most of you on the first one shit I have no more inspirations oh sorry 11 uh 13 13 that's with your modifiers on my passive is don't use your passive is that oh i was wrong for something the role that you did oh well yeah no and just add the modifier"
49,01:48,01:55,Delmar,"onto it oh then six oh yeah i rolled shit okay um I'd give you Bardic,"
50,01:55,02:00,Jean Claude,"but I still have it You're on a buy shot too Do you need line of sight?"
51,02:01,02:03,Jean Claude,"If he has it Oh,"
52,02:03,02:04,Jean Claude,"yeah,"
53,02:04,02:17,Perrin,"yeah I was gonna say don't use it because it's not gonna make it for you Wait Hold up Hold up Do you want to use a luck?"
54,02:19,02:23,Perrin,"Can I retcon him using Bardic inspiration or did he use it?"
55,02:23,02:24,Perrin,"He already had it."
56,02:24,02:24,Perrin,"You can use it."
57,02:25,02:26,Perrin,"Did he use it there,"
58,02:27,02:27,Perrin,"though?"
59,02:27,02:27,Perrin,"I did."
60,02:29,02:29,Perrin,"No,"
61,02:29,02:30,Perrin,"that was the..."
62,02:31,02:34,Perrin,"I should have stopped you."
63,02:34,02:34,Perrin,"I was like,"
64,02:34,02:36,Perrin,"it's not going to be worth it."
65,02:36,02:37,Delmar,"Features and traits."
66,02:39,02:40,Delmar,"I just want to make sure I can use luck for this."
67,02:43,02:44,Delmar,"I think he's down for everything."
68,02:46,02:47,Delmar,"For a d20 test."
69,02:48,02:50,Delmar,"You can spend one luck point and give Yeah,"
70,02:51,02:52,Delmar,"so that would have been..."
71,02:53,02:53,Delmar,"So basically..."
72,02:56,02:56,Delmar,"I mean,"
73,02:56,02:57,Delmar,"I just rolled,"
74,02:57,02:58,Delmar,"so I chose to use it."
75,02:58,03:00,Delmar,"So that actually takes me to..."
76,03:03,03:04,Delmar,"So that's 12."
77,03:04,03:05,Delmar,"So that's 15."
78,03:05,03:06,Delmar,"That's 19."
79,03:07,03:08,Speaker 1,"19 is enough."
80,03:09,03:11,DM,"You can hear footsteps behind you in the distance,"
81,03:12,03:14,DM,"maybe 200 feet away or 200 meters away."
82,03:16,03:17,DM,"Wet footsteps."
83,03:17,03:52,Delmar,"like uh it sounds like flippers slapping on whetstone yeah okay uh um everyone's we're basically so clustered yes yeah you guys are at the mouth essentially almost all of you except for parent are clustered at the mouth of the storm rain we can see each other yeah okay then uh basically i'll just very quickly like kind of say like you know essentially indicate or i mean if i can get away with whisPerring i'll whisper like i mean you can commute it yeah yeah you hear something coming i indicate like"
84,03:52,04:13,DM,"i hear i hear you know there's you know footsteps behind us and then i'll turn and i mean i'm assuming this is a large enough opening now uh you know well you're currently the the opening or the tunnel is not very large at all big enough to fit one person that's it i mean the ones once you're out of the tunnel wide open okay so all right well I just have my dagger ready."
85,04:14,04:14,Delmar,"Alright."
