ID,Start,End,Speaker,Text
1,00:00,00:04,Delmar,"Do you mind sharing one of those?"
2,00:05,00:07,Delmar,"And I indicate towards your cigarettes."
3,00:08,00:08,Speaker 1,"Cigarettes."
4,00:08,00:09,Speaker 1,"Oh."
5,00:09,00:10,Speaker 1,"Wait."
6,00:11,00:21,Jean Claude,"I take my cigarette very deftly with one hand and then I hold it out over here and go and then here's the roll."
7,00:21,00:21,Jean Claude,"Oh,"
8,00:21,00:22,Jean Claude,"I love it."
9,00:24,00:24,Delmar,"Yeah,"
10,00:24,00:58,Delmar,"I'll take a drag and it's like so today Elmer there we go while we're about we were approached by a rather fanatical looking woman who was speaking of let's just say things that I he's kind of holds still for a second you just see like that sunken in like I've seen shit eyes he's a thousand yards away Yeah,"
11,00:58,00:59,Delmar,"he's buffering."
12,01:00,01:00,Delmar,"Yeah."
13,01:01,01:05,Delmar,"That I wish I had not have encountered."
14,01:08,01:09,Perrin,"Perrin,"
15,01:09,01:12,Perrin,"not wanting to acknowledge his own encounters and visions that he's seen,"
16,01:12,01:13,Perrin,"is like,"
17,01:13,01:13,Perrin,"meh,"
18,01:13,01:15,Perrin,"just like a crazy lady,"
19,01:15,01:15,Perrin,"see?"
20,01:16,01:17,Delmar,"Not just that,"
21,01:17,01:18,Delmar,"but one of..."
22,01:19,01:21,Delmar,"I'm going to assume the cult of..."
23,01:21,01:22,Delmar,"Umberlee."
24,01:22,01:22,Delmar,"Umberlee."
25,01:23,01:24,Delmar,"Umberlee."
26,01:25,01:27,Delmar,"She says she's going to be waiting for me by the well."
27,01:28,01:31,Delmar,"She says that she saw me in the crowd,"
28,01:31,01:32,Delmar,"noticed me immediately."
29,01:34,01:34,Delmar,"Now,"
30,01:35,01:36,Delmar,"what we were talking about earlier,"
31,01:36,01:39,Delmar,"I'm to give you some context,"
32,01:39,01:42,Delmar,"because we are,"
33,01:42,01:45,Delmar,"in a matter of speaking,"
34,01:45,01:47,Delmar,"have become a crew."
35,01:48,01:49,Delmar,"We have fought together,"
36,01:49,01:50,Delmar,"we have bled together,"
37,01:50,01:51,Delmar,"we have healed each other,"
38,01:51,01:52,Delmar,"we have helped each other."
39,01:52,01:54,Delmar,"By all sense of the words,"
40,01:54,01:54,Delmar,"you see."
41,01:55,01:55,Speaker 1,"Yes,"
42,01:55,01:56,Speaker 1,"sir."
43,01:57,01:59,Delmar,"It normally takes time to build trust,"
44,01:59,02:02,Delmar,"but also sometimes you must simply choose to trust."
45,02:02,02:03,Delmar,"But through your actions,"
46,02:03,02:06,Delmar,"it seems that it's not just you're doing this out of benefit,"
47,02:06,02:10,Delmar,"but also because I feel as though if you were to,"
48,02:10,02:12,Delmar,"someone were to try to bring harm to you,"
49,02:12,02:13,Delmar,"I would want to prevent that,"
50,02:13,02:16,Delmar,"and I feel that is a mutual fee."
51,02:16,02:17,Perrin,"I hear you,"
52,02:17,02:17,Perrin,"brother."
53,02:17,02:18,Perrin,"You're all pretty good folks,"
54,02:18,02:18,Perrin,"see?"
55,02:19,02:20,Delmar,"I thank you,"
56,02:20,02:22,Delmar,"and I feel the same."
57,02:22,02:26,Delmar,"But the problem that I'm running into is that you don't know everything."
58,02:26,02:27,Delmar,"everything."
59,02:28,02:28,Speaker 1,"Indeed."
60,02:29,02:37,Delmar,"What Master Keisel and Miss Khinriss were speaking of was what happens nary a fortnight ago."
61,02:39,02:49,Delmar,"I am not just an admiral by title."
62,02:49,02:50,Delmar,"I am an admiral."
63,02:50,02:53,Delmar,"I am not an admiral as a..."
64,02:54,02:55,Delmar,"No,"
65,02:55,02:56,Delmar,"I'm sorry."
66,02:56,03:01,Delmar,"I am currently an Admiral only by title,"
67,03:01,03:02,Delmar,"but not by actual standing."
68,03:03,03:03,Delmar,"Though I was."
69,03:06,03:07,Delmar,"We were a small fleet,"
70,03:08,03:10,Delmar,"but Fisk's fleet is where I used to run."
71,03:12,03:20,Delmar,"I was the head of five ships manned by all manner of humanoids and creature."
72,03:21,03:26,Delmar,"There is no better strength than in the diversity of those."
73,03:27,03:28,Delmar,"All have weaknesses,"
74,03:29,03:29,Delmar,"all have strengths,"
75,03:29,03:31,Delmar,"but if you utilize them properly,"
76,03:31,03:33,Delmar,"everyone thrives."
77,03:34,03:35,Delmar,"Sounds grand,"
78,03:35,03:35,Delmar,"Admiral."
79,03:35,03:37,Delmar,"May I pontificate?"
80,03:40,03:41,Delmar,"You're speaking in the past tense,"
81,03:42,03:42,Delmar,"see?"
82,03:43,03:45,Delmar,"That is true,"
83,03:45,03:51,Delmar,"for what they were discussing was the fact that..."
84,03:51,03:52,Delmar,"A fortnight ago,"
85,03:52,03:53,Delmar,"we..."
86,03:54,03:55,Delmar,"I had five ships."
87,03:56,03:57,Speaker 1,"I now have none."
88,03:58,03:59,Delmar,"I had a full crew."
89,04:00,04:02,Speaker 1,"I now have Miss Khinriss."
90,04:03,04:03,Perrin,"Silence."
91,04:04,04:05,Perrin,"Takes breath,"
92,04:05,04:06,Perrin,"takes a moment of like..."
93,04:08,04:12,Perrin,"And Perrin then kind of nods very understandingly of..."
94,04:12,04:13,Perrin,"And says like..."
95,04:14,04:16,Perrin,"I can't do the meow voice as like a low,"
96,04:16,04:16,Perrin,"deep breath,"
97,04:17,04:17,Perrin,"but like..."
